date;lat;lon;Вход;Выход;Разница
23:59;37.4978477;55.8190209;256;416;-160
23:59;37.506415;55.6767308;135;271;-136
23:59;37.5080944;55.6186964;116;269;-153
23:59;37.5148913;55.8049784;180;193;-13
23:59;37.5149237;55.7460754;73;92;-19
23:59;37.5177438;55.7362565;68;41;27
23:59;37.5190729;55.6330883;86;258;-172
23:59;37.5194078;55.7775074;161;288;-127
23:59;37.5262001;55.6425059;104;359;-255
23:59;37.5324136;55.8002374;166;211;-45
23:59;37.5337173;55.6062069;99;346;-247
23:59;37.5340698;55.692163;171;244;-73
23:59;37.53429;55.7400038;28;19;9
23:59;37.534383;55.7483228;25;4;21
23:59;37.5401361;55.6567573;161;172;-11
23:59;37.5413387;55.7500562;65;36;29
23:59;37.5464401;55.7735045;94;132;-38
23:59;37.5483675;55.7388362;28;120;-92
23:59;37.5528619;55.6016929;9;95;-86
23:59;37.5547367;55.670291;168;243;-75
23:59;37.5581576;55.7897125;138;192;-54
23:59;37.5591032;55.7103574;35;18;17
23:59;37.5615355;55.7645028;450;158;292
23:59;37.5629779;55.6779484;135;208;-73
23:59;37.5637548;55.7233832;79;75;4
23:59;37.5660392;55.7444645;253;141;112
23:59;37.5663098;55.7437756;389;148;241
23:59;37.5736132;55.6878389;170;274;-104
23:59;37.5740376;55.8347143;211;477;-266
23:59;37.5756626;55.8182119;123;292;-169
23:59;37.5768339;55.56931;125;478;-353
23:59;37.5773899;55.7605891;186;60;126
23:59;37.5794779;55.726854;157;64;93
23:59;37.5798606;55.7609017;293;41;252
23:59;37.5812016;55.8074277;130;168;-38
23:59;37.5822992;55.7473712;486;44;442
23:59;37.5826348;55.7487722;68;21;47
23:59;37.5837069;55.7766908;157;81;76
23:59;37.5840306;55.7761643;403;143;260
23:59;37.5859796;55.7077138;196;128;68
23:59;37.5873192;55.8978497;122;495;-373
23:59;37.5876906;55.7928665;199;161;38
23:59;37.5898414;55.8472205;97;148;-51
23:59;37.5943769;55.7355873;183;61;122
23:59;37.5943769;55.7355873;0;0;0
23:59;37.5957904;55.7701264;380;77;303
23:59;37.5964216;55.582549;46;101;-55
23:59;37.5981698;55.6529571;110;245;-135
23:59;37.598314;55.6520286;36;56;-20
23:59;37.6007529;55.7518731;60;14;46
23:59;37.6009269;55.5951773;75;278;-203
23:59;37.6020659;55.779514;188;85;103
23:59;37.6024384;55.8836915;107;284;-177
23:59;37.6029929;55.7803918;212;74;138
23:59;37.6032245;55.7450091;233;41;192
23:59;37.6041499;55.6124609;111;354;-243
23:59;37.6048165;55.8634536;172;490;-318
23:59;37.6056238;55.7653522;803;88;715
23:59;37.6056692;55.6627149;84;148;-64
23:59;37.6066657;55.7508858;24;6;18
23:59;37.6067634;55.64069;127;299;-172
23:59;37.6068123;55.7521318;375;31;344
23:59;37.60792;55.7194704;124;111;13
23:59;37.608832;55.7524514;95;20;75
23:59;37.6091534;55.7295817;142;37;105
23:59;37.6091666;55.622278;169;226;-57
23:59;37.6097183;55.7649696;326;24;302
23:59;37.6103732;55.6722659;77;111;-34
23:59;37.6118212;55.730075;79;25;54
23:59;37.6150302;55.7813266;50;34;16
23:59;37.61611;55.7953478;115;127;-12
23:59;37.616177;55.7577183;573;30;543
23:59;37.6176267;55.7379525;123;29;94
23:59;37.6187593;55.6533004;195;370;-175
23:59;37.6188598;55.7710979;224;45;179
23:59;37.6202837;55.7685309;103;25;78
23:59;37.621965;55.7566721;281;15;266
23:59;37.6220906;55.7287137;159;49;110
23:59;37.6227483;55.6830582;79;104;-25
23:59;37.6231936;55.7087682;252;117;135
23:59;37.6248369;55.7274387;89;55;34
23:59;37.626016;55.7607712;316;15;301
23:59;37.6270765;55.7408687;235;47;188
23:59;37.6279157;55.7598754;170;9;161
23:59;37.6290658;55.7417709;250;62;188
23:59;37.6317458;55.7728672;217;70;147
23:59;37.6323159;55.7812257;105;64;41
23:59;37.6331969;55.7797556;122;78;44
23:59;37.633222;55.7555058;518;60;458
23:59;37.6361518;55.7933484;93;85;8
23:59;37.6372552;55.76613;185;39;146
23:59;37.6374183;55.7304321;266;80;186
23:59;37.63768;55.7317782;272;100;172
23:59;37.6383529;55.8453055;53;132;-79
23:59;37.6387088;55.8086032;142;173;-31
23:59;37.6389332;55.7659277;316;41;275
23:59;37.6398306;55.7668232;87;15;72
23:59;37.6411949;55.8211047;83;151;-68
23:59;37.6484221;55.768931;184;78;106
23:59;37.6491378;55.6549517;85;149;-64
23:59;37.6506474;55.7416183;210;70;140
23:59;37.6519536;55.740344;81;30;51
23:59;37.6526488;55.7413884;204;57;147
23:59;37.6526672;55.8551422;69;273;-204
23:59;37.6545092;55.7748736;116;75;41
23:59;37.656231;55.7754248;200;312;-112
23:59;37.6565565;55.6358179;108;478;-370
23:59;37.656572;55.7571067;167;107;60
23:59;37.6576183;55.7073699;146;192;-46
23:59;37.658076;55.7581501;250;172;78
23:59;37.6591277;55.7572695;282;37;245
23:59;37.6614511;55.8871576;108;400;-292
23:59;37.6638965;55.6784809;217;488;-271
23:59;37.6641638;55.8697248;107;517;-410
23:59;37.6661457;55.7317659;182;160;22
23:59;37.6667866;55.7330126;32;26;6
23:59;37.6672754;55.7803946;90;92;-2
23:59;37.6693833;55.6215598;104;486;-382
23:59;37.6756382;55.718932;52;46;6
23:59;37.6801346;55.7889129;117;130;-13
23:59;37.6801957;55.7729753;229;143;86
23:59;37.6820384;55.7464709;70;97;-27
23:59;37.6822989;55.7457322;92;92;0
23:59;37.6850483;55.7075562;80;111;-31
23:59;37.6867847;55.7253024;76;23;53
23:59;37.6947891;55.613247;54;204;-150
23:59;37.7038734;55.7820537;172;96;76
23:59;37.7157645;55.7961475;116;309;-193
23:59;37.7193262;55.6109687;216;460;-244
23:59;37.7200209;55.7520069;170;161;9
23:59;37.7207673;55.7830875;157;146;11
23:59;37.7268243;55.6933636;78;219;-141
23:59;37.7318594;55.7087389;489;380;109
23:59;37.7344362;55.8146017;37;247;-210
23:59;37.7431944;55.6500225;128;475;-347
23:59;37.7433398;55.6331579;28;184;-156
23:59;37.743772;55.621144;40;169;-129
23:59;37.7445335;55.6137894;55;343;-288
23:59;37.7447684;55.8039662;45;104;-59
23:59;37.7452899;55.61193;26;110;-84
23:59;37.7498443;55.757225;63;135;-72
23:59;37.7506502;55.6596899;139;418;-279
23:59;37.750729;55.788524;85;120;-35
23:59;37.7532335;55.6907556;54;147;-93
23:59;37.7619338;55.6756254;117;423;-306
23:59;37.7657487;55.7055754;200;733;-533
23:59;37.7814948;55.787812;46;247;-201
23:59;37.7864677;55.751266;103;534;-431
23:59;37.7935753;55.7170907;105;427;-322
23:59;37.7985144;55.8093419;142;838;-696
23:59;37.7992368;55.7947324;101;471;-370
23:59;37.8166274;55.7517187;180;995;-815
23:59;37.8179174;55.715631;181;1088;-907
